,GSM1354764,GSM1354765,GSM1354766,GSM1354767,GSM1354768,GSM1354769,GSM1354770,GSM1354771,GSM1354772,GSM1354773
GSTM3P2,5.3715196,6.745238,6.195738,6.673686,5.8179865,7.260291,6.800166,7.163909,7.1327195,7.274884
GSTM4,9.200129,8.883881,8.860809,8.926155,9.394924,8.225291,8.2213955,8.301575,8.532562,8.415846
GSTO1,9.536585,9.311427,8.553405,8.571364,8.641299,8.550186,8.328989,8.059702,8.387333,8.2899685
GSTO2,5.876292,5.5038624,6.561019,6.1294975,6.693019,6.328289,6.0961094,6.3115025,6.1683483,5.8357024
GSTO3P,5.5148344,6.345328,5.202576,6.1210756,5.5790873,7.3860846,6.609991,7.218956,7.294993,7.3045864
GSTP1,11.481524,9.602686,12.234428,11.158421,9.797776,10.243752,10.380396,10.883562,10.007681,9.897605
GSTT4,7.437591,7.7420106,7.8650937,7.716584,7.729352,8.262354,8.299831,8.3779745,8.144235,8.365111
GSTZ1,6.7407713,7.1176376,6.9206605,7.219908,6.6494856,6.835352,6.89522,7.0873,6.738338,6.257717
GSX1,6.741412,7.131953,7.4289703,7.190212,7.319664,7.1590805,6.797075,7.31713,6.5281744,6.681639
GTDC1,6.1980224,6.188672,6.2305765,5.4661775,6.4387326,6.0208473,6.425308,6.1935625,6.3457866,6.4942827
GTF2A1,5.5020785,6.487248,6.128177,6.12698,6.4805818,6.303066,5.308149,6.317979,6.89615,6.5590615
GTF2B,5.5072947,5.0341964,5.116271,4.8486695,4.9622674,6.788438,6.472576,6.452664,6.969825,6.892658
GTF2E2,5.8270545,5.9952464,6.0777516,6.3389015,6.029893,6.904545,6.8136177,6.855819,7.1188803,6.978668
GTF2F1,8.439487,8.605102,8.478563,8.673184,9.2120905,8.635547,8.745586,8.517436,8.67915,8.688397
GTF2F2,6.536638,6.3939533,6.2483063,6.5463395,5.6794853,6.368348,5.3837523,4.919869,5.59566,5.6841063
GTF2H1,5.1593614,5.226585,5.8818626,5.6940627,4.9075613,6.776972,5.8655214,6.272458,7.067697,6.790688
GTF2H4,7.5395117,7.4714527,7.967596,7.729063,8.145183,7.120578,7.1745996,7.291274,7.0443444,6.8127623
GTF2H5,6.327915,7.162963,7.220086,6.620377,7.1221476,6.5935903,5.965413,6.5982847,6.5107617,6.4041195
GTF2I,10.324656,9.966881,10.220526,10.505432,10.148458,9.8609915,9.578995,9.856979,10.246599,10.228547
GTF2IP3,6.021586,5.310174,5.214448,4.6660523,6.098703,4.9471574,3.3411124,4.6300993,4.851054,4.6129007
GTF2IRD1,5.7554946,5.992238,5.497263,5.3755593,5.28432,5.3082542,5.138889,5.0681324,5.0579677,4.6885448
GTF2IRD2B,4.5200353,2.9313414,3.5943751,4.185542,6.1190605,6.6732397,6.427515,6.4820924,6.8844066,6.818793
GTF3A,9.1403265,9.124474,9.459504,9.778987,8.423538,9.511449,9.543564,9.694327,9.694327,9.285204
GTF3C3,6.542946,7.0037,7.1030912,7.2806244,7.524142,6.6999784,6.648121,7.0656667,6.3559375,6.2381067
GTF3C6,7.6060357,7.757146,7.460787,7.769314,7.2963424,8.169679,7.9706893,8.25691,8.164534,8.065734
GTPBP1,8.860326,8.71725,8.470831,8.39502,8.680424,9.150511,8.957736,8.879481,9.138523,9.186579
GTPBP10,5.693638,6.180262,6.0303864,6.1413474,5.9288893,5.573799,5.542463,5.4527082,5.9165497,5.6349497
GTPBP2,9.158382,9.69689,10.184662,10.265168,9.598533,9.752045,9.660519,9.749714,9.89583,9.754456
GTPBP3,9.500006,9.575622,10.028352,10.369274,9.86712,9.531304,9.890599,9.787022,9.735969,9.515009
GTPBP6,6.840706,7.1981053,6.69938,7.239727,6.3778815,8.099752,7.579117,7.694141,8.181542,8.173241
GTPBP8,6.2347016,6.619787,6.521767,6.257856,6.336648,6.468629,6.2017956,6.642983,6.4892173,6.405432
GTSCR1,4.8784785,4.7470956,5.0276394,5.663371,4.8422866,5.424972,3.7944727,5.0203886,5.0232315,4.5073557
GTSE1,8.923801,11.817178,8.844091,8.776248,9.177165,7.634506,7.7511077,7.6436286,7.4058805,7.3725166
GTSE1-DT,6.009298,5.823308,5.7916317,6.0649443,5.6320105,5.82813,5.7648335,5.9780293,6.648469,6.2758975
GTSF1,6.2182097,6.501462,6.641131,6.5109158,6.7150497,6.2442737,6.1009116,6.160935,5.833882,5.8997164
GTSF1L,5.211616,5.35296,5.209566,5.1138115,5.4545474,5.0890865,3.6701682,5.1507106,5.0804863,5.2195926
GUCA2A,10.322527,10.604461,10.148458,10.576409,10.781686,10.201295,10.2824745,10.4699,10.770113,10.552065
GUCY1A1,14.725803,14.978924,14.919627,14.837416,14.429158,8.506879,8.758808,7.9821353,8.189872,8.279385
GUCY1B2,5.6423006,4.939414,5.7861485,5.850671,5.5747094,4.817018,4.618204,5.251476,4.7778125,4.155469
GUCY2GP,7.661024,7.447913,7.4476137,7.685265,7.652313,7.1128764,6.800395,7.2299933,6.821504,7.036215
GUK1,8.33376,8.250271,8.273747,8.404963,8.410923,8.001591,7.858616,8.060389,7.8609405,7.871154
GUSB,4.5372043,5.900174,3.8393962,4.891469,5.2371225,8.11751,7.9509015,8.0688925,8.198024,8.254139
GUSBP10,7.841392,8.844364,8.174418,7.923425,8.023435,8.031553,7.9284687,7.9388456,8.047976,7.92789
GUSBP5,5.326976,5.494241,5.463484,4.7964582,4.5942802,5.3899565,5.0613537,5.246138,5.964471,6.3547826
GUSBP9,5.2893715,5.4164295,5.295299,4.6809483,4.8732243,7.7272363,7.468106,7.7822824,7.9273,7.8814797
GVINP1,2.4554443,2.9313414,3.2667172,2.431473,2.7530375,4.862177,5.1233087,4.440859,5.4952855,5.9522643
GXYLT2,6.097165,5.9040465,6.1575117,5.6532507,6.387618,5.107266,7.0351534,4.8455815,3.6428475,4.019291
GYG1,9.086424,8.730151,9.057829,8.572248,9.484783,8.478162,8.48265,8.412125,8.708353,8.195902
GYG2,5.501912,5.9217815,6.2162695,6.1907306,6.7748566,7.608475,7.3982787,7.8915844,8.173241,8.040899
GYPC,6.0921,6.7069564,6.7566295,6.767263,6.4469085,7.587324,7.6047072,7.710604,7.6469073,7.7558823
GYS1,6.7736273,6.361991,5.9948854,5.28432,6.6106195,5.9262114,7.199876,5.837655,6.351849,6.093862
GZMM,10.890294,11.545616,11.642734,12.023003,11.391157,10.789247,10.64695,10.73398,10.810158,10.935499
H19,12.881611,12.92365,12.885035,12.92365,12.840712,14.884095,14.945027,14.367312,14.514198,14.541522
H1F0,7.4483056,8.319976,7.4543505,7.7580757,7.855169,9.242273,9.18839,9.139789,9.259364,9.233701
H1FNT,8.622421,8.801512,8.795712,8.482297,9.1403265,7.938668,8.026613,7.976985,7.986111,8.067598
H1FOO,6.1249585,5.842873,6.1830387,5.6749735,6.492612,5.4324026,7.0125065,6.1466556,5.904951,5.986924
H1FX,5.751,5.6157537,5.6129904,5.1303473,5.456165,7.783598,7.5723147,7.4397106,7.761482,7.680231
H1FX-AS1,6.3138895,4.8930774,4.4900923,5.549516,4.7245955,6.7217693,5.2700877,6.208856,7.573678,7.697317
H2AFJ,6.827032,7.3872423,6.663625,6.769859,7.1461263,6.9526253,6.6305265,6.9057674,6.989295,7.0656667
H2AFV,8.442951,8.366894,8.093359,9.00547,7.129485,8.740776,8.520088,8.658906,8.5232,8.437089
H2AFY,6.0209317,6.6928453,5.9532275,6.9064245,4.717788,7.011597,4.987502,6.1378083,6.13487,6.0651116
H2AFY2,5.234682,4.503694,5.088607,4.933573,4.0284567,4.99142,4.9930625,4.9177704,5.115588,4.9582047
H2AFZP1,7.5098085,5.094619,3.4626381,5.5090933,2.918192,4.880527,3.547707,4.1160097,3.984347,3.9414623
H2AFZP5,5.7616596,7.619006,5.714006,7.6955957,5.858416,7.6256204,6.681147,6.7550497,7.244865,7.1260915
H3.Y,9.696143,9.966239,9.862609,9.736834,9.794293,10.175367,10.218139,10.048207,9.948937,9.918872
H3F3AP5,10.884768,10.786499,10.14381,10.818084,10.782419,11.727834,11.456653,11.805149,11.613844,11.585282
H3F3C,9.765986,9.495099,8.686985,9.304236,9.548509,8.689391,7.940418,8.53088,8.674383,8.651754
H6PD,6.4043174,5.137678,6.2310743,5.6122847,5.178405,5.9598265,6.0509267,5.8500686,6.381363,6.2113748
HAAO,5.46736,6.558896,5.186017,5.2894654,4.78884,5.3854804,6.4561734,5.8769336,5.0795946,5.294154
HABP2,7.2610617,7.2192206,6.72303,5.9097466,6.612715,6.816851,5.979566,6.1331663,7.112674,7.3853097
HABP4,4.6792865,2.9313414,5.418562,4.396839,5.6179667,5.855092,4.7160316,5.2606163,5.772599,5.815966
HACD2,6.2282023,6.615481,6.027135,6.6255174,5.921388,7.3005347,6.634623,7.3106937,7.2692204,7.137438
HACD4,8.508966,8.650788,8.703772,9.131834,8.579346,7.9809203,8.182171,8.275156,7.8767414,7.707935
HACL1,6.883607,6.787505,6.484675,6.824848,6.498471,6.859125,6.929892,6.917528,6.88976,6.635614
HADH,4.877579,3.927502,4.851202,5.1233087,4.3824725,6.8966656,6.7244983,6.6522555,7.074428,6.9771957
HADHB,9.455816,9.127188,9.475239,9.138048,9.246631,8.392435,8.439487,8.731645,8.671398,8.679782
HAGH,5.6192374,5.748315,6.524759,6.3007956,5.8785725,7.3353357,7.1617274,7.7035236,6.618881,7.914541
HAGHL,5.2369103,4.4736757,5.255586,5.520589,5.6486096,5.1016583,6.455953,5.4751205,4.8147116,4.9039564
HAGLR,12.160987,12.464521,12.242121,12.440471,12.118015,6.3392425,4.998018,5.979432,5.86287,5.803007
HAND2-AS1,7.274555,7.2780256,7.4168954,7.194731,7.183761,9.084055,8.970973,9.088842,9.159054,9.170788
HAP1,6.4041195,7.2774577,7.2523985,7.252228,6.8336396,6.739807,6.7807155,6.9758368,6.6583104,6.7686477
HAPLN3,7.2505755,7.977368,7.5750847,7.460787,7.778181,7.37407,7.0652575,7.2891803,7.4646077,7.2786055
HAR1B,5.2195926,5.6937075,6.022116,6.2335396,6.1801167,5.847892,6.2626033,5.53388,5.3734245,5.237421
HAUS1,5.0079594,5.4117937,4.830033,4.9953394,4.2782564,6.0609217,5.040682,5.602283,5.7436275,6.133401
HAUS1P2,4.298492,5.683558,4.268581,5.619873,5.2481375,6.200271,3.5676138,5.409811,5.3562455,4.838101
HAUS2,4.5459805,5.0633583,5.6590004,5.3889356,5.1543655,4.4291134,4.3971896,5.048827,5.1897206,4.8398542
HAUS5,5.263084,5.172419,4.5007877,4.8437424,4.865018,5.801274,4.185767,5.48374,6.17476,5.7565923
HAUS6,12.92676,13.319387,13.349485,13.286404,12.965051,10.547472,10.7225895,10.474678,10.648185,10.600027
HAUS6P1,6.6115007,6.8943186,6.8788447,6.825283,6.9335876,5.8889174,6.349715,6.089867,6.4928236,6.766779
HAUS6P2,6.134021,6.20644,6.688597,6.326446,6.4533896,6.0023785,5.6875896,6.423969,6.325692,5.990899
HAUS7,3.6971874,4.6726146,3.7930708,3.7488863,2.59095,6.2487955,5.934724,5.705036,6.4131784,6.486236
HAVCR1,11.759402,11.375661,11.172263,10.531417,11.274147,7.991925,8.175418,8.249306,8.187225,8.180788
HAX1,4.4397645,4.655994,4.6390276,4.983962,4.753494,7.0603957,6.4196606,6.5303364,6.680332,6.957976
HBBP1,6.23224,6.261359,6.290281,6.799458,6.6480656,5.8961735,4.4519634,5.715525,5.5869303,5.6144333
HBD,3.9770434,4.2869534,5.552959,4.174282,5.7681,8.165516,7.7822824,7.9202504,8.231089,8.2168
HBM,6.237808,6.2831454,6.2115917,6.233012,6.6193166,6.2021465,6.592374,6.3245287,5.8826036,5.634752
HBP1,4.313652,4.812183,4.920722,2.938663,2.7082388,4.733727,3.7221458,4.9522333,5.1818023,4.5834823
HBQ1,2.4491997,2.9313414,2.5076425,3.5063698,4.943028,5.0689144,4.891605,4.846082,6.3026104,4.5902715
HCAR1,6.783546,7.2624855,7.7375617,7.336434,7.4095683,6.7167683,6.372711,6.8065424,6.423969,6.0730634
HCCAT5,5.151677,5.0878177,5.4212923,5.927586,4.9843183,5.090707,5.593842,5.2807646,5.4308467,5.0265007
HCFC1R1,7.040388,6.840264,7.5252566,7.456645,7.320055,7.2628746,8.251243,7.570786,7.0433874,7.2766085
HCG11,4.722969,6.1029134,5.5038624,5.493535,4.5561237,5.9376116,4.3437095,5.694443,6.273998,6.2823224
HCG14,9.790151,9.892444,9.946615,9.993478,10.290286,9.6188545,9.425967,9.771755,9.984076,9.947252
HCG22,6.685873,6.9583282,6.969825,7.170315,6.780367,6.5152698,6.4091554,6.7886367,6.2331448,6.296129
HCG27,5.6088896,6.2563562,5.315712,4.9968386,6.174019,4.158188,5.092765,3.8473508,4.003456,4.203852
HCG4B,7.397899,7.1440063,7.0651007,7.4195924,6.7275457,7.318744,8.777124,7.3257217,7.1160994,7.669637
HCK,7.3098197,7.268,7.552849,7.856178,7.4539914,6.798218,6.9593616,6.95959,6.7775383,6.626789
HCN3,5.1056747,5.6716785,6.0297937,5.8716607,5.771515,5.464225,4.730233,5.8620725,5.5137014,4.913997
HCN4,6.8176064,7.172421,7.246645,6.9846706,7.2626925,7.506576,6.96675,7.573678,7.7243104,7.555536
HCRT,9.488938,9.823772,9.730524,9.783392,10.074167,9.894933,9.918001,9.974287,10.598663,10.2971115
HCRTR1,7.3045864,7.3764963,7.0713425,6.937193,7.017561,7.131797,6.3299294,6.4092836,6.692404,6.5952663
HCST,6.760393,7.0307016,6.2316074,6.0856433,6.3783336,7.1956215,6.9263067,7.0003223,7.3329496,7.299047
HDAC1,5.304215,5.257801,5.379753,5.2248487,5.227049,5.9589453,5.1092887,5.78067,5.854521,5.63997
HDAC2,6.368149,6.278063,6.1999063,5.5143833,5.8953886,5.825086,4.5608473,5.6229167,5.9510465,5.8004274
HDAC4,7.091323,7.4350476,7.473526,7.5289164,7.318744,7.022185,7.0475097,7.378839,6.7481523,6.3943233
HDAC5,5.8826036,6.417771,6.26572,6.5338163,5.7302465,6.7571983,6.2529025,6.629256,6.734779,6.59195
HDAC6,5.9207697,6.2605295,5.925521,4.996513,7.1313505,5.718805,6.5406637,5.488924,5.5197115,6.7372637
HDAC7,6.829942,7.0003223,6.9550896,6.445149,6.4150414,6.3381534,7.2134395,6.7173424,6.1894307,6.6303706
HDAC9,7.2148085,7.718691,7.5022426,7.7454863,7.5078974,7.020249,6.749603,7.19917,6.9313383,6.5721083
HDC,5.705099,6.8658795,7.3325634,6.865714,7.1928196,6.4282703,5.967097,6.3171706,6.639434,7.001084
HDGF,5.897235,6.340734,6.547817,6.794668,7.509571,6.378597,6.642983,6.021447,6.103189,6.241799
HDGFL3,5.6427526,6.076591,3.7764084,5.3512783,4.7481947,4.6433043,3.8838851,4.024622,3.535956,4.624069
HDGFP1,5.985078,5.628559,5.8117833,6.0738535,5.3143225,5.8992105,6.232372,6.0118327,6.0291557,6.2411203
HDHD3,6.605113,6.389087,6.824848,6.6445394,6.8725133,5.9195647,6.5797243,6.1123214,6.1658664,6.1717033
HDLBP,7.1288333,6.59195,6.912923,6.3525157,7.107233,5.889081,7.6325674,5.693638,6.361498,6.639728
HEATR9,5.840373,5.5726924,5.3504105,5.870626,6.530416,4.64186,4.7486825,3.9934464,5.025095,5.0649395
HEBP1,7.753928,7.751831,7.428879,7.8372173,7.2613015,8.054996,8.104566,8.197425,8.122777,8.000606
HEBP2,9.56958,9.483976,9.33786,9.598533,9.529512,9.778987,9.595154,9.831834,10.328287,10.227743
HECTD2,5.390917,5.7609577,4.898698,4.692881,5.819955,5.587631,4.0905557,4.3600993,4.92934,5.878409
HECTD4,6.3171706,5.5250697,5.6107407,4.6875443,5.2138424,4.693955,5.3152914,5.029291,4.2587695,3.4727588
HEG1,4.985855,5.3919497,4.546182,9.220234,5.083439,4.724429,3.913509,7.1082582,5.329805,4.985124
HELB,9.174239,9.244539,8.862859,6.3956637,9.489863,5.595078,4.837086,3.534432,5.96291,6.1955376
HELZ2,6.217528,5.3763437,5.896548,5.8714395,6.288221,5.4663153,7.350298,6.251391,5.6269383,5.9569654
HEMGN,5.287704,4.843304,5.2536707,5.5091624,5.019504,6.237808,6.161635,6.4889503,6.35125,6.3103356
HEPACAM2,6.569558,6.880192,6.806388,7.3191824,7.128387,6.4914007,6.579928,6.5518336,6.6857486,6.37821
HEPH,2.522819,5.040619,4.3333707,4.156516,4.515433,6.0205092,6.2304516,6.000576,6.200815,6.023836
HERC2,5.88638,5.3913584,5.5173664,5.093559,4.88219,6.5805745,5.9970865,6.8471136,7.156284,6.923998
HERC6,5.631348,6.430611,6.13023,6.2689857,6.3569183,5.6888213,5.0223556,6.0899515,5.4109697,5.36441
HERPUD1,7.2349286,7.3794765,6.6787047,6.990049,6.8236203,5.921388,5.1023636,5.4884987,5.484254,5.325815
HERPUD2,6.678243,6.7549367,6.6408963,6.360908,6.1438313,6.398972,5.9751134,6.0518956,5.854601,6.2168584
HES3,4.240187,5.273816,5.0852532,5.0554757,4.304237,5.157605,5.491691,5.1429076,4.58641,5.0416474
HES4,5.6953526,6.5157795,5.9119887,5.493918,6.306061,6.390899,7.80486,6.5129395,5.2869644,5.4613094
HEXA,6.637777,6.4294,6.9359274,6.2377367,5.833796,8.14974,7.7857246,8.086923,8.231556,8.159498
HEXB,3.568551,4.183757,4.3097844,4.871179,5.127319,6.3547826,5.839951,5.9903193,6.460191,6.332348
HEXIM1,6.330344,5.6052203,6.150596,3.7194545,6.0119286,5.0838633,5.9876175,5.077121,5.4361897,5.0538197
HEXIM2,4.7604957,4.8187823,5.0912457,4.721995,3.873369,6.176222,5.596562,5.989856,6.6238694,5.985567
HEYL,7.3578873,7.3588276,7.143657,7.266552,7.456836,7.080189,6.3802648,6.953555,6.773142,6.5352273
HFE,4.3097844,4.664461,4.0774994,5.173256,5.5060163,8.344405,8.148565,8.267174,8.747101,8.510502
HFM1,6.2689857,5.6255794,6.3371234,5.724222,6.1924324,5.8382654,5.56711,5.7616596,5.847675,5.5821595
HGF,2.7689216,7.198552,5.0102262,4.761709,4.545369,4.9892693,3.1142392,5.194543,5.2018113,4.402636
HGFAC,4.803982,5.0588512,6.1112328,5.381488,5.314267,5.290974,4.8760505,5.2964854,4.719336,4.77727
HGH1,6.213655,5.9883175,6.2085047,6.214515,6.1226983,7.027459,6.62351,7.1604495,6.771315,7.027459
HGS,4.603134,4.8866396,4.797186,4.400044,4.5937953,5.390619,5.705036,5.44491,5.4638147,5.661601
HHAT,8.462623,8.2272625,8.678734,7.716097,8.151123,7.3396883,7.880647,7.406995,7.036443,7.069018
HHATL,6.172433,6.108218,5.8290915,5.6075397,6.006808,5.716558,7.316049,6.0413585,5.495137,6.1907306
HHIP,7.523144,7.073566,8.961087,6.8779755,7.1983814,6.521041,6.508815,6.3958645,6.113088,6.3548903
HHIPL1,4.8396397,5.382026,4.416518,4.445645,5.1033993,8.010027,7.5880704,7.798564,7.9464226,8.170824
HHIPL2,5.904112,6.2138214,6.2735887,5.995652,6.3939533,5.979566,6.5994596,6.341302,6.5198946,6.6863546
HHLA3,2.6595404,4.84836,4.29016,4.382512,5.0083547,4.9108953,5.5263977,4.838269,4.967659,5.132485
HIBADH,4.7641683,4.658217,3.6656415,2.7933774,2.966039,4.8054194,5.0903854,4.3962803,4.665103,4.908374
HIC1,7.7792745,8.184115,8.275742,8.198024,8.465866,8.155277,8.268955,7.932721,7.5169616,7.944631
HIC2,7.6801133,7.8118834,7.44582,7.281515,7.775257,7.084094,6.739603,6.997827,7.483276,7.211579
HID1,3.5060377,2.9313414,2.451923,2.768735,2.7999396,5.345969,4.719229,4.594076,6.346783,6.267158
HIF1AN,3.3789115,5.0131536,4.391947,4.819106,3.3929906,5.5137825,4.8171086,4.871449,6.19754,5.8222194
HIF3A,8.815523,9.000361,9.336836,8.990652,9.340337,9.9025955,10.085466,10.14381,9.688652,9.920831
HIGD2B,3.54281,2.9313414,2.4525774,4.026663,4.773449,4.7494416,3.5076008,4.6812496,4.668938,4.943893
HIKESHI,6.7353153,6.5537724,6.1350036,6.180262,6.273239,6.3811116,5.4489613,5.9408903,5.7877197,5.501508
HILS1,5.1407466,6.1623464,5.578563,5.350235,5.3231535,5.756747,7.3140817,5.891568,5.487077,6.7826676
HINFP,7.8613753,8.814651,7.9468093,8.469787,8.99118,7.510326,7.8219695,7.406498,6.714833,7.530564
HINT1,9.360278,8.53395,9.51649,8.659727,8.003922,8.905506,8.972435,9.260761,8.840337,8.624252
HINT1P1,6.4419723,5.8279586,6.194282,5.9030504,5.992729,6.0314784,5.0216694,5.738733,5.993577,5.566141
HIP1R,4.472354,5.402517,5.387052,5.2041245,5.379753,5.7829037,5.0516353,5.7724648,6.1321507,6.0322785
HIPK1,4.164558,4.4438543,4.6226983,4.046686,4.107643,5.4522815,3.7483642,5.4557924,5.6656766,5.3331065
HIPK1-AS1,7.3241096,7.0151424,6.769859,7.0777555,7.460787,6.032037,6.5040207,6.356063,6.2081504,7.085695
HIPK2,6.6676016,6.816851,6.6963263,6.966012,6.471872,6.7140727,6.700118,7.4845066,6.5590615,6.3196716
HIPK3,6.7356715,6.9534006,6.4607296,6.402473,6.7599807,6.3606195,5.5804687,5.885078,6.773841,6.339614
HIRIP3,4.141741,4.911944,5.0727806,4.551828,3.0676415,4.5811586,6.379391,4.3872986,5.047414,4.9007797
HIST1H2AC,9.551369,9.9025955,9.512189,9.495099,9.482452,10.6054325,10.687084,10.64695,10.803366,10.689286
HIST1H2AG,5.4959755,6.018912,5.545104,5.0541596,5.34648,9.183184,9.30993,9.208611,9.394228,9.452444
HIST1H2AI,5.5119996,5.9319816,5.2802014,4.8481116,6.0989785,8.578168,8.455526,7.774868,8.8649435,8.840337
HIST1H2APS4,5.0463247,7.9824457,4.551453,4.1449013,4.3845444,7.6454306,6.4825096,7.4186263,7.888412,7.9898186
HIST1H2BC,8.069569,8.239024,7.7118125,7.6903834,7.9544387,10.450721,10.510403,10.506424,10.494496,10.521254
HIST1H2BE,5.8283076,6.4215827,6.0587444,6.1970563,5.9218674,8.2091255,7.988593,8.233943,8.322404,8.450891
HIST1H2BF,5.2350845,5.403914,6.006808,5.953339,4.944027,8.108404,8.018103,8.129853,8.323577,8.258903
HIST1H2BG,4.635862,5.2237215,4.5261035,5.4931026,5.204566,6.9680057,6.055751,6.7490983,7.367264,7.2375836
HIST1H2BH,5.24959,5.3058534,4.956571,5.514126,5.3511806,6.0695367,5.568196,5.984649,6.0718417,6.2264595
HIST1H2BJ,5.458189,6.13131,5.5272875,5.7609577,5.683716,8.3386965,8.211135,8.145455,8.527929,8.483502
HIST1H2BK,8.853051,9.170788,8.77105,8.460721,9.047839,11.158421,11.260506,11.233508,11.459537,11.313818
HIST1H2BM,8.282988,8.651754,8.418207,8.456554,8.6393585,9.527793,9.542736,9.632947,9.577829,9.53963
HIST1H2BN,8.062286,8.7849045,7.9893646,8.200339,8.132421,10.037039,10.023546,10.051525,10.185382,10.071332
HIST1H2BPS3,4.960863,5.4467583,5.87223,6.204652,5.35434,5.8214293,5.489432,5.8780727,5.651571,5.8162336
HIST1H3C,6.406798,5.9800634,6.1909146,6.150439,6.0409026,7.916794,7.5538177,7.8232894,7.983149,8.080646
HIST1H3E,3.9766054,4.8639936,4.4908147,4.7765245,4.8744016,6.6893296,6.156733,6.4589844,7.149506,6.9623556
HIST1H3G,4.1060667,4.061107,3.5917578,2.431473,2.4360464,7.754344,7.004829,7.34491,7.9165125,7.692825
HIST1H3H,5.0139513,5.785973,5.5770745,5.5752716,5.2283206,5.4516716,3.9705021,4.5337853,5.3270726,4.620576
HIST1H4B,5.568307,6.45767,5.970132,6.2146435,5.7075906,8.523604,8.532562,8.590697,8.657765,8.696294
HIST1H4C,10.097929,10.35025,9.575622,10.048207,9.820181,10.182438,9.898348,9.774758,9.673208,9.845134
HIST1H4D,2.550922,2.9313414,3.720668,2.6389198,3.3977878,6.5335164,5.326309,5.781065,6.7585173,6.8306346
HIST1H4E,8.638576,8.614282,8.1025,8.317035,8.755679,11.35956,11.422418,11.36709,11.427468,11.329558
HIST1H4H,8.964846,9.257021,8.324425,8.950573,8.974094,9.319108,9.134886,9.199339,9.505009,9.493583
HIST1H4I,5.8129773,4.822647,4.7793956,4.9570775,5.1792583,6.913506,9.868339,6.667543,7.215768,7.1588774
HIST1H4J,9.092474,9.739481,8.860326,9.364041,9.470254,10.592614,10.462282,10.617065,10.565977,10.407928
HIST1H4L,2.428226,2.9313414,2.975167,2.7862632,2.6540072,5.207509,3.8882906,4.503324,5.423766,6.459278
HIST3H2BB,6.1480637,6.0633807,6.266192,5.7813897,6.2937784,6.330908,6.6457357,6.673418,7.073566,6.9819837
HIST4H4,9.336836,9.825739,9.495715,9.470776,9.740458,9.86712,10.001671,9.929028,9.954147,10.037039
HIVEP1,5.6552258,5.7053785,6.186422,6.187741,5.7895536,6.0419354,6.3505397,6.169199,6.254256,5.8215275
HJURP,6.421746,6.356177,6.176929,6.2694926,5.854521,6.2461457,5.2023168,5.475025,5.760211,5.5296383
HJV,10.135815,10.125964,10.085466,10.278924,10.327474,9.621662,9.865859,9.60649,9.980822,9.813872
HK2,4.6967063,5.370425,5.5673223,5.784287,5.6751714,5.821623,6.244399,6.154211,5.5383725,5.471039
HKDC1,5.931219,5.2540517,4.3212028,4.5127325,5.5935116,4.397464,3.3214343,4.904599,5.2241154,4.566447
HLA-B,12.699357,12.545989,12.486584,12.472167,12.436647,11.494386,11.561869,11.481524,11.310243,11.353846
HLA-C,8.693386,6.525726,10.455582,5.996747,8.063315,8.705612,8.840867,8.4202175,8.536588,8.601132
HLA-DMB,7.184259,7.299732,6.932186,7.3178754,6.77607,6.8121676,6.903566,7.0367274,6.5548377,6.613584
HLA-DOB,4.757471,4.912248,4.9128222,4.941121,4.5935335,5.416861,4.5624876,5.701933,4.9085226,5.439965
HLA-DPA1,3.913826,4.3391848,5.265404,5.2960005,3.7052917,5.8278947,4.56101,6.030322,6.279476,5.789989
HLA-DPA2,6.525776,7.1395397,6.991279,6.920207,6.81102,7.6597404,6.846579,7.5219245,6.988967,7.419136
HLA-DRA,7.082492,2.9313414,2.8832893,2.5122962,2.9571276,7.348275,6.7843633,6.782773,8.137078,7.562804
HLA-DRB6,5.1254954,4.664083,4.584176,5.1242414,4.4171095,6.231197,6.4548435,5.8333454,6.8142715,7.0069895
HLA-E,9.138523,8.600509,9.335007,8.936324,8.908369,9.355429,9.465789,9.432347,9.346798,9.3654995
HLA-F,9.821073,10.385509,10.38863,10.774876,10.004073,10.152812,10.469228,10.37855,10.400704,10.314967
HLA-F-AS1,8.8901205,9.375379,8.983009,8.615663,8.948552,8.596104,8.58892,8.27445,8.505278,8.281578
HLA-H,10.162038,10.330673,10.348243,10.424809,10.460437,9.728375,10.03066,9.988522,9.682734,9.666968
HLA-K,4.6236606,5.9802732,5.668026,6.159514,4.9372754,6.7702084,6.3951583,6.8543158,6.9189854,7.0023966
HLA-L,6.2832747,6.643518,6.424387,6.9021506,6.424537,5.9184074,5.5023823,6.147133,5.5539064,5.045992
HLA-T,6.157318,5.5479283,6.340734,5.2163305,6.325343,5.863145,4.9117236,5.5759735,5.9446974,5.303298
HLFP1,7.5920105,8.818188,8.950573,9.198142,8.558372,9.279741,8.961087,9.003855,9.489863,9.276811
HLTF-AS1,4.841512,4.1005735,5.3064995,5.068241,4.8305316,4.608415,4.4856114,5.3404207,4.7859573,3.989883
HMBOX1,2.6715002,5.0997005,4.8412333,3.9143574,3.8618255,7.29702,7.1677065,7.4015565,8.041067,7.9643974
HMBS,9.469122,9.633835,9.51356,10.157934,9.458679,9.121813,8.871564,8.950122,9.270263,9.302253
HMCN1,5.2818427,5.0645022,5.630355,5.4727483,5.263084,5.1836286,5.450513,5.54072,4.889278,4.3374777
